Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,General Pueyrredón,Chapadmalal,FIBRA OPTICA,6357080,8103
BUENOS AIRES,General Pueyrredón,Chapadmalal,SATELITAL,6357080,516
BUENOS AIRES,General Pueyrredón,Chapadmalal,WIRELESS,6357080,1872
BUENOS AIRES,General Pueyrredón,El Marquesado,WIRELESS,6357090,7124
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,ADSL,6357100,3740
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,FIBRA OPTICA,6357100,200
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,WIRELESS,6357100,318
BUENOS AIRES,General Pueyrredón,Mar del Plata,ADSL,6357110,30
BUENOS AIRES,General Pueyrredón,Mar del Plata,CABLEMODEM,6357110,209
BUENOS AIRES,General Pueyrredón,Mar del Plata,DIAL UP,6357110,1610
BUENOS AIRES,General Pueyrredón,Mar del Plata,FIBRA OPTICA,6357110,440
BUENOS AIRES,General Pueyrredón,Mar del Plata,Otros,6357110,3
BUENOS AIRES,General Pueyrredón,Mar del Plata,SATELITAL,6357110,4105
BUENOS AIRES,General Pueyrredón,Mar del Plata,WIRELESS,6357110,1
BUENOS AIRES,General Pueyrredón,Otros,FIBRA OPTICA,Sin Datos,2
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,ADSL,6357120,4400
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,FIBRA OPTICA,6357120,3
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,Otros,6357120,5
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,WIRELESS,6357120,192
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,FIBRA OPTICA,6364030,1
BUENOS AIRES,General Rodríguez,General Rodríguez,ADSL,6364030,20
BUENOS AIRES,General Rodríguez,General Rodríguez,CABLEMODEM,6364030,44
BUENOS AIRES,General Rodríguez,General Rodríguez,DIAL UP,6364030,1
BUENOS AIRES,General Rodríguez,General Rodríguez,FIBRA OPTICA,6364030,78963
BUENOS AIRES,General Rodríguez,General Rodríguez,Otros,6364030,145
BUENOS AIRES,General Rodríguez,General Rodríguez,SATELITAL,6364030,289
BUENOS AIRES,General Rodríguez,General Rodríguez,WIRELESS,6364030,488
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,DIAL UP,6371010,13065
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,FIBRA OPTICA,6371010,1
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,WIRELESS,6371010,2
BUENOS AIRES,General San Martín,Billinghurst,CABLEMODEM,6371010,2471
BUENOS AIRES,General San Martín,Billinghurst,FIBRA OPTICA,6371010,1841
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,ADSL,6371010,146
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,CABLEMODEM,6371010,2
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,DIAL UP,6371010,1
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,FIBRA OPTICA,6371010,2271
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,Otros,6371010,45438
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,SATELITAL,6371010,966
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,WIRELESS,6371010,1
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,CABLEMODEM,6371010,2285
BUENOS AIRES,General San Martín,OTROS,ADSL,Sin Datos,4191
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,CABLEMODEM,6371010,7247
BUENOS AIRES,General San Martín,Villa Ayacucho,CABLEMODEM,6371010,122
BUENOS AIRES,General San Martín,Villa Ayacucho,FIBRA OPTICA,6371010,343
BUENOS AIRES,General San Martín,Villa Ballester,ADSL,6371010,19
BUENOS AIRES,General San Martín,Villa Ballester,CABLEMODEM,6371010,6774
BUENOS AIRES,General San Martín,Villa Ballester,DIAL UP,6371010,18301
BUENOS AIRES,General San Martín,Villa Ballester,FIBRA OPTICA,6371010,808
BUENOS AIRES,General San Martín,Villa Ballester,Otros,6371010,1
BUENOS AIRES,General San Martín,Villa Ballester,WIRELESS,6371010,12
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,CABLEMODEM,6371010,1
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,FIBRA OPTICA,6371010,819
BUENOS AIRES,General San Martín,Villa Chacabuco,CABLEMODEM,6371010,79775
BUENOS AIRES,General San Martín,Villa Chacabuco,FIBRA OPTICA,6371010,1
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,CABLEMODEM,6371010,60
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,FIBRA OPTICA,6371010,125147
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,CABLEMODEM,6371010,18
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,FIBRA OPTICA,6371010,25815
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,CABLEMODEM,6371010,169
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,FIBRA OPTICA,6371010,4611
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,CABLEMODEM,6371010,17899
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,FIBRA OPTICA,6371010,141
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,CABLEMODEM,6371010,19520
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,FIBRA OPTICA,6371010,21
BUENOS AIRES,General San Martín,Villa Godoy Cruz,CABLEMODEM,6371010,43554
BUENOS AIRES,General San Martín,Villa Godoy Cruz,FIBRA OPTICA,6371010,41735
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,CABLEMODEM,6371010,13365
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,FIBRA OPTICA,6371010,83
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,WIRELESS,6371010,27327
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,CABLEMODEM,6371010,75439
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,FIBRA OPTICA,6371010,11286
BUENOS AIRES,General San Martín,Villa José León Suarez,ADSL,6371010,53
BUENOS AIRES,General San Martín,Villa José León Suarez,CABLEMODEM,6371010,63826
BUENOS AIRES,General San Martín,Villa José León Suarez,DIAL UP,6371010,688
BUENOS AIRES,General San Martín,Villa José León Suarez,FIBRA OPTICA,6371010,157372
BUENOS AIRES,General San Martín,Villa José León Suarez,Otros,6371010,10
BUENOS AIRES,General San Martín,Villa José León Suarez,WIRELESS,6371010,21114
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,CABLEMODEM,6371010,238
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,FIBRA OPTICA,6371010,149
BUENOS AIRES,General San Martín,Villa Libertad,CABLEMODEM,6371010,94414
BUENOS AIRES,General San Martín,Villa Libertad,FIBRA OPTICA,6371010,231
BUENOS AIRES,General San Martín,Villa Lynch,ADSL,6371010,2
BUENOS AIRES,General San Martín,Villa Lynch,CABLEMODEM,6371010,1080
BUENOS AIRES,General San Martín,Villa Lynch,DIAL UP,6371010,124540
BUENOS AIRES,General San Martín,Villa Lynch,FIBRA OPTICA,6371010,2
BUENOS AIRES,General San Martín,Villa Lynch,Otros,6371010,1
BUENOS AIRES,General San Martín,Villa Maipu,CABLEMODEM,6371010,20
BUENOS AIRES,General San Martín,Villa Maipu,FIBRA OPTICA,6371010,106
BUENOS AIRES,General San Martín,Villa Maipu,WIRELESS,6371010,42701
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,CABLEMODEM,6371010,782651
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,FIBRA OPTICA,6371010,1611
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,CABLEMODEM,6371010,16
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,FIBRA OPTICA,6371010,1373
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,CABLEMODEM,6371010,30
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,FIBRA OPTICA,6371010,5574
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,Otros,6371010,9
BUENOS AIRES,General San Martín,Villa San Andrés,ADSL,6371010,659
BUENOS AIRES,General San Martín,Villa San Andrés,CABLEMODEM,6371010,1
BUENOS AIRES,General San Martín,Villa San Andrés,FIBRA OPTICA,6371010,504344
BUENOS AIRES,General San Martín,Villa San Andrés,Otros,6371010,1
BUENOS AIRES,General San Martín,Villa San Andrés,WIRELESS,6371010,255
BUENOS AIRES,General San Martín,Villa Yapeyú,CABLEMODEM,6371010,59
BUENOS AIRES,General San Martín,Villa Yapeyú,FIBRA OPTICA,6371010,75495
BUENOS AIRES,General Viamonte,Baigorrita,ADSL,6385010,78
BUENOS AIRES,General Viamonte,Baigorrita,WIRELESS,6385010,90
BUENOS AIRES,General Viamonte,Los Toldos,ADSL,6385030,7238
BUENOS AIRES,General Viamonte,Los Toldos,DIAL UP,6385030,1599
BUENOS AIRES,General Viamonte,Los Toldos,FIBRA OPTICA,6385030,9092
BUENOS AIRES,General Viamonte,Los Toldos,WIRELESS,6385030,16
BUENOS AIRES,General Viamonte,Zavalía,WIRELESS,6385050,3
BUENOS AIRES,General Villegas,Banderaló,Otros,6392010,865122
BUENOS AIRES,General Villegas,Banderaló,SATELITAL,6392010,14
BUENOS AIRES,General Villegas,Cañada Seca,Otros,6392020,496
BUENOS AIRES,General Villegas,Coronel Charlone,ADSL,6392030,2
BUENOS AIRES,General Villegas,Coronel Charlone,FIBRA OPTICA,6392030,484778
BUENOS AIRES,General Villegas,Coronel Charlone,SATELITAL,6392030,28
BUENOS AIRES,General Villegas,Emilio V. Bunge,SATELITAL,6392040,1211
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),ADSL,6392050,7739
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),CABLEMODEM,6392050,3
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),FIBRA OPTICA,6392050,1
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),SATELITAL,6392050,938
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),WIRELESS,6392050,41
BUENOS AIRES,General Villegas,Piedritas,ADSL,6392080,258
BUENOS AIRES,General Villegas,Piedritas,FIBRA OPTICA,6392080,15
BUENOS AIRES,General Villegas,Piedritas,SATELITAL,6392080,1060257
BUENOS AIRES,General Villegas,Piedritas,WIRELESS,6392080,27
BUENOS AIRES,General Villegas,Santa Regina,CABLEMODEM,6392100,965
BUENOS AIRES,Guaminí,Arroyo Venado,WIRELESS,6399010,5
BUENOS AIRES,Guaminí,Casbas,DIAL UP,6399020,149680
BUENOS AIRES,Guaminí,Casbas,Otros,6399020,663
BUENOS AIRES,Guaminí,Casbas,WIRELESS,6399020,12163
BUENOS AIRES,Guaminí,Garré,FIBRA OPTICA,6399030,563
BUENOS AIRES,Guaminí,Guaminí,FIBRA OPTICA,6399040,26
BUENOS AIRES,Guaminí,Guaminí,Otros,6399040,156691
BUENOS AIRES,Guaminí,Guaminí,WIRELESS,6399040,31
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),ADSL,6399050,451
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),FIBRA OPTICA,6399050,34
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),Otros,6399050,1307
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),WIRELESS,6399050,4111
BUENOS AIRES,Hipólito Yrigoyen,Henderson,ADSL,6406010,249
BUENOS AIRES,Hipólito Yrigoyen,Henderson,DIAL UP,6406010,3971
BUENOS AIRES,Hipólito Yrigoyen,Henderson,WIRELESS,6406010,11975
BUENOS AIRES,Hurlingham,Hurlingham,ADSL,6408010,994
BUENOS AIRES,Hurlingham,Hurlingham,CABLEMODEM,6408010,3547
BUENOS AIRES,Hurlingham,Hurlingham,DIAL UP,6408010,9017
BUENOS AIRES,Hurlingham,Hurlingham,FIBRA OPTICA,6408010,7
BUENOS AIRES,Hurlingham,Hurlingham,Otros,6408010,16864
BUENOS AIRES,Hurlingham,Hurlingham,SATELITAL,6408010,3
BUENOS AIRES,Hurlingham,Hurlingham,WIRELESS,6408010,34541
BUENOS AIRES,Hurlingham,Villa Santos Tesei,ADSL,6408010,5
BUENOS AIRES,Hurlingham,Villa Santos Tesei,CABLEMODEM,6408010,92
BUENOS AIRES,Hurlingham,Villa Santos Tesei,DIAL UP,6408010,29730
BUENOS AIRES,Hurlingham,Villa Santos Tesei,FIBRA OPTICA,6408010,5
BUENOS AIRES,Hurlingham,Villa Santos Tesei,Otros,6408010,7537
BUENOS AIRES,Hurlingham,Villa Santos Tesei,WIRELESS,6408010,1
BUENOS AIRES,Hurlingham,William C. Morris,CABLEMODEM,6408010,433
BUENOS AIRES,Hurlingham,William C. Morris,FIBRA OPTICA,6408010,58579
BUENOS AIRES,Hurlingham,William C. Morris,WIRELESS,6408010,24
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,ADSL,6410010,238
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,CABLEMODEM,6410010,66357
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,DIAL UP,6410010,1
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,FIBRA OPTICA,6410010,17314
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,SATELITAL,6410010,1
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,WIRELESS,6410010,3
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,WIRELESS,6410010,1091
BUENOS AIRES,Ituzaingó,OTROS,ADSL,Sin Datos,11
BUENOS AIRES,Ituzaingó,OTROS,FIBRA OPTICA,Sin Datos,375600
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,ADSL,6410010,1
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,CABLEMODEM,6410010,30
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,DIAL UP,6410010,3
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,FIBRA OPTICA,6410010,1
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,WIRELESS,6410010,147085
BUENOS AIRES,José C. Paz,Del Viso,CABLEMODEM,6412010,5
BUENOS AIRES,José C. Paz,José C Paz,ADSL,6412010,3301
BUENOS AIRES,José C. Paz,José C Paz,CABLEMODEM,6412010,1
BUENOS AIRES,José C. Paz,José C Paz,DIAL UP,6412010,1
BUENOS AIRES,José C. Paz,José C Paz,FIBRA OPTICA,6412010,1442
BUENOS AIRES,José C. Paz,José C Paz,Otros,6412010,1
BUENOS AIRES,José C. Paz,José C Paz,SATELITAL,6412010,553467
BUENOS AIRES,José C. Paz,José C Paz,WIRELESS,6412010,2
BUENOS AIRES,José C. Paz,Tortuguitas,CABLEMODEM,6412010,3
BUENOS AIRES,Junín,Agustín Roca,FIBRA OPTICA,6413010,86440
BUENOS AIRES,Junín,Agustín Roca,WIRELESS,6413010,372
BUENOS AIRES,Junín,Agustina,FIBRA OPTICA,6413020,1
BUENOS AIRES,Junín,Balneario Laguna de Gómez,FIBRA OPTICA,6413030,1
BUENOS AIRES,Junín,Balneario Laguna de Gómez,WIRELESS,6413030,25
BUENOS AIRES,Junín,Fortín Tiburcio,WIRELESS,6413040,68405
BUENOS AIRES,Junín,Junín,ADSL,6413050,70
BUENOS AIRES,Junín,Junín,CABLEMODEM,6413050,34
BUENOS AIRES,Junín,Junín,DIAL UP,6413050,37
BUENOS AIRES,Junín,Junín,FIBRA OPTICA,6413050,176
BUENOS AIRES,Junín,Junín,Otros,6413050,115
BUENOS AIRES,Junín,Junín,SATELITAL,6413050,1644
BUENOS AIRES,Junín,Junín,WIRELESS,6413050,1
BUENOS AIRES,Junín,Laplacette,FIBRA OPTICA,6413060,332
BUENOS AIRES,Junín,Laplacette,WIMAX,6413060,780
BUENOS AIRES,Junín,Morse,CABLEMODEM,6413070,3424
BUENOS AIRES,Junín,Morse,FIBRA OPTICA,6413070,31
BUENOS AIRES,Junín,Morse,WIRELESS,6413070,1901
BUENOS AIRES,Junín,Saforcada,Otros,6413080,2272
BUENOS AIRES,Junín,Saforcada,WIRELESS,6413080,914
BUENOS AIRES,La Costa,Aguas Verdes,ADSL,6420030,47
BUENOS AIRES,La Costa,Aguas Verdes,FIBRA OPTICA,6420030,861
BUENOS AIRES,La Costa,Aguas Verdes,WIRELESS,6420030,35211
BUENOS AIRES,La Costa,Las Toninas,ADSL,6420010,17716
BUENOS AIRES,La Costa,Las Toninas,CABLEMODEM,6420010,42
BUENOS AIRES,La Costa,Las Toninas,DIAL UP,6420010,8099
BUENOS AIRES,La Costa,Las Toninas,FIBRA OPTICA,6420010,372
BUENOS AIRES,La Costa,Las Toninas,Otros,6420010,834
BUENOS AIRES,La Costa,Las Toninas,WIRELESS,6420010,20
BUENOS AIRES,La Costa,Lucila Del Mar,ADSL,6420030,3816
BUENOS AIRES,La Costa,Lucila Del Mar,CABLEMODEM,6420030,234
BUENOS AIRES,La Costa,Lucila Del Mar,FIBRA OPTICA,6420030,2
BUENOS AIRES,La Costa,Lucila Del Mar,Otros,6420030,416
BUENOS AIRES,La Costa,Lucila Del Mar,WIRELESS,6420030,780
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,ADSL,6420020,2925
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,CABLEMODEM,6420020,167
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,DIAL UP,6420020,385
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,FIBRA OPTICA,6420020,5115
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,Otros,6420020,4784
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,WIRELESS,6420020,106
BUENOS AIRES,La Costa,San Clemente del Tuyú,ADSL,6420030,700
BUENOS AIRES,La Costa,San Clemente del Tuyú,CABLEMODEM,6420030,1
BUENOS AIRES,La Costa,San Clemente del Tuyú,DIAL UP,6420030,8237
BUENOS AIRES,La Costa,San Clemente del Tuyú,FIBRA OPTICA,6420030,137
BUENOS AIRES,La Costa,San Clemente del Tuyú,Otros,6420030,3421
BUENOS AIRES,La Costa,San Clemente del Tuyú,WIRELESS,6420030,1975
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,ADSL,6420040,3435
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,CABLEMODEM,6420040,2294
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,DIAL UP,6420040,19
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,FIBRA OPTICA,6420040,33117
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,Otros,6420040,55941
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,WIRELESS,6420040,650
BUENOS AIRES,La Matanza,20 De Junio,ADSL,6427010,1053
BUENOS AIRES,La Matanza,20 De Junio,CABLEMODEM,6427010,222
BUENOS AIRES,La Matanza,20 De Junio,DIAL UP,6427010,23172
BUENOS AIRES,La Matanza,20 De Junio,FIBRA OPTICA,6427010,1610
BUENOS AIRES,La Matanza,20 De Junio,WIRELESS,6427010,679
BUENOS AIRES,La Matanza,Aldo Bonzi,ADSL,6427010,150
BUENOS AIRES,La Matanza,Aldo Bonzi,CABLEMODEM,6427010,16640
BUENOS AIRES,La Matanza,Aldo Bonzi,Otros,6427010,8
BUENOS AIRES,La Matanza,Aldo Bonzi,WIRELESS,6427010,69
BUENOS AIRES,La Matanza,Ciudad Evita,ADSL,6427010,34
BUENOS AIRES,La Matanza,Ciudad Evita,CABLEMODEM,6427010,836
BUENOS AIRES,La Matanza,Ciudad Evita,DIAL UP,6427010,247
BUENOS AIRES,La Matanza,Ciudad Evita,FIBRA OPTICA,6427010,1870
BUENOS AIRES,La Matanza,Ciudad Evita,Otros,6427010,5642
BUENOS AIRES,La Matanza,Ciudad Evita,WIRELESS,6427010,11441
BUENOS AIRES,La Matanza,Gonzalez Catán,ADSL,6427010,6185
BUENOS AIRES,La Matanza,Gonzalez Catán,CABLEMODEM,6427010,4369
BUENOS AIRES,La Matanza,Gonzalez Catán,DIAL UP,6427010,14321
BUENOS AIRES,La Matanza,Gonzalez Catán,FIBRA OPTICA,6427010,76
BUENOS AIRES,La Matanza,Gonzalez Catán,Otros,6427010,13374
BUENOS AIRES,La Matanza,Gonzalez Catán,SATELITAL,6427010,21
BUENOS AIRES,La Matanza,Gonzalez Catán,WIRELESS,6427010,18414
BUENOS AIRES,La Matanza,Gregorio De Laferrere,ADSL,6427010,1
BUENOS AIRES,La Matanza,Gregorio De Laferrere,CABLEMODEM,6427010,5603
BUENOS AIRES,La Matanza,Gregorio De Laferrere,DIAL UP,6427010,56
BUENOS AIRES,La Matanza,Gregorio De Laferrere,FIBRA OPTICA,6427010,13739
BUENOS AIRES,La Matanza,Gregorio De Laferrere,Otros,6427010,141
BUENOS AIRES,La Matanza,Gregorio De Laferrere,WIRELESS,6427010,3484
BUENOS AIRES,La Matanza,Isidro Casanova,ADSL,6427010,8047
BUENOS AIRES,La Matanza,Isidro Casanova,CABLEMODEM,6427010,5560
BUENOS AIRES,La Matanza,Isidro Casanova,DIAL UP,6427010,7643
BUENOS AIRES,La Matanza,Isidro Casanova,FIBRA OPTICA,6427010,29
BUENOS AIRES,La Matanza,Isidro Casanova,Otros,6427010,190
BUENOS AIRES,La Matanza,Isidro Casanova,WIRELESS,6427010,31184
BUENOS AIRES,La Matanza,La Tablada,ADSL,6427010,2
BUENOS AIRES,La Matanza,La Tablada,CABLEMODEM,6427010,1255
BUENOS AIRES,La Matanza,La Tablada,DIAL UP,6427010,1
BUENOS AIRES,La Matanza,La Tablada,FIBRA OPTICA,6427010,158
BUENOS AIRES,La Matanza,La Tablada,Otros,6427010,3
BUENOS AIRES,La Matanza,La Tablada,WIRELESS,6427010,31
BUENOS AIRES,La Matanza,Lomas Del Mirador,ADSL,6427010,2
BUENOS AIRES,La Matanza,Lomas Del Mirador,CABLEMODEM,6427010,14710
BUENOS AIRES,La Matanza,Lomas Del Mirador,DIAL UP,6427010,2
BUENOS AIRES,La Matanza,Lomas Del Mirador,FIBRA OPTICA,6427010,87
BUENOS AIRES,La Matanza,Lomas Del Mirador,Otros,6427010,10
BUENOS AIRES,La Matanza,Lomas Del Mirador,WIRELESS,6427010,83
BUENOS AIRES,La Matanza,Rafael Castillo,ADSL,6427010,7973
BUENOS AIRES,La Matanza,Rafael Castillo,CABLEMODEM,6427010,7
BUENOS AIRES,La Matanza,Rafael Castillo,DIAL UP,6427010,7589
BUENOS AIRES,La Matanza,Rafael Castillo,FIBRA OPTICA,6427010,18
BUENOS AIRES,La Matanza,Rafael Castillo,Otros,6427010,133
BUENOS AIRES,La Matanza,Rafael Castillo,WIRELESS,6427010,25408
BUENOS AIRES,La Matanza,Ramos Mejía,ADSL,6427010,3
BUENOS AIRES,La Matanza,Ramos Mejía,CABLEMODEM,6427010,4897
BUENOS AIRES,La Matanza,Ramos Mejía,DIAL UP,6427010,10133
BUENOS AIRES,La Matanza,Ramos Mejía,FIBRA OPTICA,6427010,8411
BUENOS AIRES,La Matanza,Ramos Mejía,Otros,6427010,53772
BUENOS AIRES,La Matanza,Ramos Mejía,SATELITAL,6427010,5
BUENOS AIRES,La Matanza,Ramos Mejía,WIRELESS,6427010,1818
BUENOS AIRES,La Matanza,San Justo,ADSL,6427010,10313
BUENOS AIRES,La Matanza,San Justo,CABLEMODEM,6427010,714
BUENOS AIRES,La Matanza,San Justo,DIAL UP,6427010,74948
BUENOS AIRES,La Matanza,San Justo,FIBRA OPTICA,6427010,18
BUENOS AIRES,La Matanza,San Justo,Otros,6427010,53
BUENOS AIRES,La Matanza,San Justo,SATELITAL,6427010,88
BUENOS AIRES,La Matanza,San Justo,WIRELESS,6427010,7337
BUENOS AIRES,La Matanza,Tapiales,ADSL,6427010,15
BUENOS AIRES,La Matanza,Tapiales,CABLEMODEM,6427010,19
BUENOS AIRES,La Matanza,Tapiales,DIAL UP,6427010,9
BUENOS AIRES,La Matanza,Tapiales,FIBRA OPTICA,6427010,19975
BUENOS AIRES,La Matanza,Tapiales,Otros,6427010,134
BUENOS AIRES,La Matanza,Tapiales,SATELITAL,6427010,58
BUENOS AIRES,La Matanza,Tapiales,WIRELESS,6427010,19378
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,ADSL,6427010,1
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,CABLEMODEM,6427010,2
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,DIAL UP,6427010,23046
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,FIBRA OPTICA,6427010,311
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,Otros,6427010,13
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,WIRELESS,6427010,6694
BUENOS AIRES,La Matanza,Villa Luzuriaga,ADSL,6427010,8
BUENOS AIRES,La Matanza,Villa Luzuriaga,CABLEMODEM,6427010,1368
BUENOS AIRES,La Matanza,Villa Luzuriaga,DIAL UP,6427010,242593
BUENOS AIRES,La Matanza,Villa Luzuriaga,FIBRA OPTICA,6427010,402
BUENOS AIRES,La Matanza,Villa Luzuriaga,Otros,6427010,9
BUENOS AIRES,La Matanza,Villa Luzuriaga,WIRELESS,6427010,5952
BUENOS AIRES,La Matanza,Virrey Del Pino,ADSL,6427010,11
BUENOS AIRES,La Matanza,Virrey Del Pino,CABLEMODEM,6427010,495
BUENOS AIRES,La Matanza,Virrey Del Pino,FIBRA OPTICA,6427010,295368
BUENOS AIRES,La Matanza,Virrey Del Pino,WIRELESS,6427010,1
BUENOS AIRES,La Plata,Abasto,CABLEMODEM,6441030,16
BUENOS AIRES,La Plata,Abasto,FIBRA OPTICA,6441030,891
BUENOS AIRES,La Plata,Abasto,WIRELESS,6441030,1
BUENOS AIRES,La Plata,Angel Etcheverry,CABLEMODEM,6441030,27
BUENOS AIRES,La Plata,Angel Etcheverry,WIRELESS,6441030,11502
BUENOS AIRES,La Plata,Arana,WIRELESS,6441030,1
BUENOS AIRES,La Plata,Arturo Segui,CABLEMODEM,6441030,1
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,WIRELESS,6441030,198178
BUENOS AIRES,La Plata,Barrio El Peligro,ADSL,6441030,18929
BUENOS AIRES,La Plata,Barrio El Peligro,FIBRA OPTICA,6441030,21
BUENOS AIRES,La Plata,Barrio Gambier,WIRELESS,6441030,5047
BUENOS AIRES,La Plata,City Bell,CABLEMODEM,6441030,1
BUENOS AIRES,La Plata,City Bell,FIBRA OPTICA,6441030,1
BUENOS AIRES,La Plata,City Bell,WIRELESS,6441030,3190
BUENOS AIRES,La Plata,colonia la plata,ADSL,6441030,1
BUENOS AIRES,La Plata,colonia la plata,FIBRA OPTICA,6441030,6242
BUENOS AIRES,La Plata,Country Club El Rodeo,FIBRA OPTICA,6441010,10
BUENOS AIRES,La Plata,El Retiro,FIBRA OPTICA,6441030,57
BUENOS AIRES,La Plata,Ignacio Correas,Otros,6441020,118
BUENOS AIRES,La Plata,Ignacio Correas,WIRELESS,6441020,2572
BUENOS AIRES,La Plata,Joaquin Gorina,CABLEMODEM,6441030,1721
BUENOS AIRES,La Plata,Joaquin Gorina,FIBRA OPTICA,6441030,5092
BUENOS AIRES,La Plata,Jose Hernandez,CABLEMODEM,6441030,480
BUENOS AIRES,La Plata,Jose Hernandez,FIBRA OPTICA,6441030,1718
BUENOS AIRES,La Plata,Jose Melchor Romero,CABLEMODEM,6441030,2751
